Type,Name,Price,Coupon,Maturity,YTM,CurrentYield,Rating,Callable
Muni,Asset 5723,101.93,5.34,12-Nov-2028,4.525,5.23888943392524,Not Rated,1
Muni,Asset 5724,121.37,5.06,07-May-2024,3.683,4.16906978660295,AAA,1
Muni,Asset 5725,113.92,3.81,03-Mar-2015,2.797,3.34445224719101,AAA,0
Muni,Asset 5726,62.2,0,27-Dec-2018,0.087,0,Not Rated,0
Muni,Asset 5727,111.96,7.52,02-Oct-2030,4.701,6.71668453018935,A,1
Muni,Asset 5728,112.47,4.26,21-Jun-2016,3.509,3.78767671379034,AA,0
Muni,Asset 5729,111.51,3.96,30-Oct-2013,2.659,3.55125100887813,AA,0
Muni,Asset 5730,121.89,5.06,28-Oct-2022,3.576,4.15128394454016,AAA,1
Muni,Asset 5731,112.29,4.77,17-Jan-2025,3.535,4.2479294683409,AA,1
Muni,Asset 5732,120.25,5.06,24-Nov-2016,3.946,4.20790020790021,AA,0
Muni,Asset 5733,116.35,4.95,25-Jul-2027,3.48,4.25440481306403,AA,1
Muni,Asset 5734,116.58,4.93,09-May-2015,3.735,4.22885572139303,AA,0
Corp,Asset 5735,105.56,5.12,24-Sep-2012,-0.91,4.8503220917014,BBB,0
Treas,Asset 5736,101.07,4.54,27-Mar-2012,-0.008,4.4919362817849,AAA,0
Corp,Asset 5737,92.06,6.69,10-Jul-2018,5.23,7.26699978275038,B,1
Corp,Asset 5738,104.36,6.76,01-Nov-2020,5.062,6.47757761594481,BB,1
Corp,Asset 5739,110.18,6.18,06-Jul-2013,1.768,5.6090034489018,BBB,0
Muni,Asset 5740,120.05,5.86,06-Feb-2027,3.762,4.88129945855893,NA,1
Corp,Asset 5741,46.6,6.82,21-Jun-2018,9.379,14.6351931330472,CCC,1
Corp,Asset 5742,101.46,1.06,08-May-2014,1.006,1.04474669820619,AAA,1
Muni,Asset 5743,102.26,4.34,12-Jul-2036,3.578,4.2440837081948,AA,1
Corp,Asset 5744,110.6,7.06,07-Jun-2040,6.349,6.38336347197107,A,0
Treas,Asset 5745,106.22,2.24,19-Dec-2017,2.055,2.10883072867633,AAA,0
Corp,Asset 5746,104.35,1.82,18-May-2013,0.327,1.74413033061811,AAA,0
Muni,Asset 5747,98.18,4.77,01-Nov-2018,4.087,4.85842330413526,Not Rated,1
Muni,Asset 5748,106.69,2.9,28-Jul-2023,2.438,2.71815540350548,AAA,1
Muni,Asset 5749,108.98,4.41,14-Nov-2017,3.672,4.04661405762525,A,0
Corp,Asset 5750,117.96,6.96,13-Oct-2017,4.45,5.90030518819939,BBB,0
Muni,Asset 5751,105.96,3.29,07-Dec-2012,-2.425,3.10494526236316,AA,0
Muni,Asset 5752,105.37,4.07,03-Sep-2017,3.152,3.86257948182595,A,1
Muni,Asset 5753,114.34,4.16,05-Jun-2015,3.605,3.63827182088508,AAA,0
Muni,Asset 5754,113.64,4.91,27-Dec-2017,3.826,4.32066173882436,AA,0
Muni,Asset 5755,102.91,4.02,16-Oct-2022,3.319,3.9063259158488,A,1
Corp,Asset 5756,97.78,6.9,09-Feb-2028,4.703,7.05665780323174,BBB,0
Corp,Asset 5757,128.39,6.31,21-Oct-2032,3.998,4.91471298387725,A,0
Corp,Asset 5758,108.64,5.41,16-Sep-2020,3.789,4.97974963181149,BBB,0
Corp,Asset 5759,102.42,1.03,29-Oct-2015,0.983,1.00566295645382,AAA,1
Corp,Asset 5760,124.21,5.43,19-May-2019,4,4.37162869334192,AAA,0
Corp,Asset 5761,114.27,5.81,06-Apr-2017,3.955,5.08444911175287,BBB,0
Muni,Asset 5762,118.55,5,31-Mar-2022,3.428,4.21762969211303,AA,1
Muni,Asset 5763,62.76,0.02,06-Feb-2022,0.081,0.0318674314850223,AA,0
Corp,Asset 5764,101.51,1.62,22-Nov-2016,1.569,1.59590188158802,AAA,1
Muni,Asset 5765,122.15,5.09,05-Aug-2020,3.373,4.16700777732296,AA,0
Muni,Asset 5766,109.2,4.91,30-Aug-2031,3.51,4.496336996337,AA,1
Muni,Asset 5767,110.88,3.97,23-Nov-2014,3.363,3.58044733044733,Not Rated,0
Muni,Asset 5768,107.88,4.93,19-Aug-2035,3.558,4.56989247311828,A,1
Corp,Asset 5769,121.62,5.15,24-Nov-2024,3.969,4.2345009044565,AAA,0
Corp,Asset 5770,114.08,5.71,13-Oct-2019,3.971,5.00525946704067,BBB,0
Muni,Asset 5771,123.87,4.93,31-Aug-2020,3.221,3.97997901025268,NA,1
Corp,Asset 5772,115.91,6.45,10-May-2014,4.564,5.56466223794323,AAA,0
Muni,Asset 5773,107.6,3.97,11-Sep-2026,3.054,3.68959107806692,AA,1
Muni,Asset 5774,42.91,0.03,23-Jul-2027,0.111,0.0699137730132836,A,0
Corp,Asset 5775,99.88,6.81,08-Aug-2038,4.619,6.81818181818182,A,1
Muni,Asset 5776,102.34,3.5,24-Mar-2027,2.906,3.41997264021888,NA,1
Corp,Asset 5777,118.92,5.67,14-Oct-2016,3.842,4.76791120080726,A,0
Muni,Asset 5778,109.72,2.97,14-Aug-2014,2.322,2.70689026613197,AA,0
Treas,Asset 5779,119.98,5.05,16-May-2016,3.824,4.20903483913986,AAA,0
Corp,Asset 5780,105.38,2.49,16-Jun-2016,2.305,2.36287720630101,A,0
Muni,Asset 5781,115.72,5.07,04-Oct-2029,3.545,4.38126512270999,NA,1
Muni,Asset 5782,109.43,3.68,05-Aug-2019,2.872,3.36288038015169,NA,1
Muni,Asset 5783,114.94,4.52,31-Jan-2020,3.253,3.93248651470332,NA,0
Muni,Asset 5784,105.37,1.51,12-Jun-2014,1.384,1.43304545885926,AA,0
Muni,Asset 5785,106.54,4.57,12-Dec-2026,4.124,4.28946874413366,AA,1
Muni,Asset 5786,118.06,3.99,11-Jan-2019,2.994,3.37963747247163,AA,0
Corp,Asset 5787,103.71,2.27,15-Nov-2015,2.103,2.18879568026227,AA,0
Corp,Asset 5788,103.71,1.42,09-Nov-2015,1.333,1.36920258412882,AAA,0
Muni,Asset 5789,114.69,5.06,27-Jun-2016,3.891,4.4118929287645,AA,0
Muni,Asset 5790,108.6,4.92,12-Aug-2033,3.553,4.53038674033149,NA,1
Corp,Asset 5791,106.91,7.83,24-Apr-2017,5.329,7.32391731362829,BB,1
Corp,Asset 5792,103.22,1.04,15-Oct-2013,0.848,1.00755667506297,A,0
Corp,Asset 5793,113.51,3.53,09-Jun-2021,3.077,3.10985816227645,AAA,0
Corp,Asset 5794,115.18,6.99,20-Feb-2014,3.918,6.06876193783643,A,0
Muni,Asset 5795,109.54,3.02,11-Jan-2015,2.491,2.75698375022823,NA,0
Corp,Asset 5796,102.07,8.74,25-Mar-2014,5.045,8.56275105319879,B,1
Corp,Asset 5797,97.08,6.19,31-Jan-2017,4.504,6.37618459002884,BB,0
Corp,Asset 5798,110.14,5.77,25-Nov-2014,4.809,5.23878699836572,AA,0
Muni,Asset 5799,101.61,2.52,15-Apr-2016,2.272,2.4800708591674,NA,0
Muni,Asset 5800,114.98,4.92,25-Jul-2015,3.482,4.27900504435554,NA,0
Muni,Asset 5801,119.39,4.89,08-Dec-2034,4.056,4.09582042047073,AAA,0
Muni,Asset 5802,108.24,4.55,26-Sep-2030,3.4,4.20362158167036,A,1
Corp,Asset 5803,99.81,6.6,05-Aug-2027,4.56,6.61256387135558,A,1
Zero,Asset 5804,77.89,0.09,05-Aug-2022,0.132,0.115547567081782,AAA,0
Corp,Asset 5805,102.83,5.04,03-Oct-2020,3.835,4.90129339686862,BBB,1
Corp,Asset 5806,132.11,6.3,04-Apr-2037,3.768,4.76875331163424,A,0
Muni,Asset 5807,110.19,5.04,23-Feb-2016,3.551,4.57391777838279,A,0
Muni,Asset 5808,124.55,4.97,11-Sep-2019,3.236,3.99036531513448,AAA,0
Muni,Asset 5809,109.22,5.24,16-Jul-2033,3.875,4.79765610694012,A,1
Muni,Asset 5810,112.58,5.03,05-Jan-2033,3.806,4.4679339136614,AA,0
Muni,Asset 5811,111.5,4.08,06-May-2016,3.288,3.65919282511211,A,0
Muni,Asset 5812,115.47,4.92,02-Jun-2016,4.159,4.2608469732398,AAA,1
Muni,Asset 5813,108.77,3.72,26-Nov-2013,3.03,3.42006067849591,AA,0
Muni,Asset 5814,115.45,5.05,10-Sep-2016,3.452,4.37418796015591,AA,1
Corp,Asset 5815,37.56,11.92,08-Sep-2016,7.923,31.7358892438765,CCC,1
Corp,Asset 5816,104.05,2.15,21-Aug-2016,1.902,2.06631427198462,A,0
Muni,Asset 5817,117.75,3.99,14-Jun-2017,3.269,3.38853503184713,NA,0
Corp,Asset 5818,401.06,0,21-May-2013,0.393,0,AA,0
Corp,Asset 5819,102.18,10.72,26-Feb-2018,5.646,10.4912898806029,CCC,1
Muni,Asset 5820,110.17,4.53,03-Jul-2025,3.589,4.11182717618226,AA,1
Muni,Asset 5821,120.76,5.45,07-Dec-2020,4.499,4.51308380258364,A,0
Muni,Asset 5822,121.56,5.03,15-Oct-2017,3.463,4.13787430075683,A,0
Muni,Asset 5823,118.61,5.43,08-Jun-2015,4.518,4.57802883399376,AA,0
Muni,Asset 5824,106.27,3.19,31-Oct-2018,2.74,3.00178789874847,A,0
Muni,Asset 5825,113.46,4.02,25-Sep-2015,2.978,3.54309888947647,NA,0
Muni,Asset 5826,114.48,4.9,01-Feb-2031,3.456,4.28022361984626,AAA,1
Zero,Asset 5827,78.67,0,14-Mar-2023,0.025,0,AAA,0
Muni,Asset 5828,111.63,8,25-Mar-2032,4.807,7.16653229418615,Not Rated,1
Muni,Asset 5829,121.22,5.44,02-Oct-2015,3.587,4.48770829896057,AA,0
Muni,Asset 5830,111.03,4.65,26-Feb-2020,3.341,4.18805728181573,NA,1
Muni,Asset 5831,106.49,5.57,07-Jul-2012,-4.468,5.23053807869284,AA,0
Muni,Asset 5832,106.68,5,04-Apr-2025,3.722,4.68691413573303,A,1
Muni,Asset 5833,121.25,4.91,23-Jun-2025,3.688,4.04948453608247,AAA,1
Muni,Asset 5834,102.78,3.56,10-Mar-2018,2.911,3.4637088927807,NA,0
Muni,Asset 5835,105.32,3.59,31-Aug-2013,2.047,3.40865932396506,BBB,0
Muni,Asset 5836,105.78,4.31,26-Oct-2025,3.505,4.07449423331443,A,1
Muni,Asset 5837,114.23,5.05,23-Mar-2017,3.514,4.42090519128075,AA,1
Muni,Asset 5838,108.85,5.01,27-Feb-2014,3.307,4.60266421681213,NA,0
Corp,Asset 5839,122.92,5.97,19-Nov-2036,4.384,4.85681744223885,BBB,0
Muni,Asset 5840,111.79,3.99,12-Dec-2015,3.464,3.56919223544145,AA,0
Treas,Asset 5841,104.07,2.4,28-Mar-2013,0.853,2.30614009801095,AAA,0
Corp,Asset 5842,102.61,2.14,21-Dec-2018,2.027,2.08556670889777,AAA,1
Muni,Asset 5843,93.86,4.54,10-Mar-2028,3.7,4.83699126358406,BBB,1
Muni,Asset 5844,115.29,5.08,11-Jul-2020,3.692,4.40627981611588,AA,1
Muni,Asset 5845,105.28,2.1,30-Nov-2013,1.849,1.99468085106383,AA,0
Muni,Asset 5846,108.29,3.41,24-Feb-2013,-2.282,3.14895188844769,AA,0
Muni,Asset 5847,115.98,5.42,19-Mar-2027,3.639,4.673219520607,NA,0
Muni,Asset 5848,111.8,3.96,18-Feb-2014,2.705,3.54203935599284,AA,0
Muni,Asset 5849,30.46,0.02,17-Jul-2033,0.102,0.0656598818122127,AA,0
Corp,Asset 5850,117.71,5.72,14-Mar-2017,3.721,4.85940022088183,A,0
Corp,Asset 5851,101.61,7.41,07-Dec-2018,7.244,7.29258931207558,B,1
Muni,Asset 5852,118.48,7.36,14-Jul-2035,4.654,6.2120189061445,A,0
Muni,Asset 5853,103.44,3.06,16-Aug-2023,2.577,2.95823665893271,NA,1
Muni,Asset 5854,40.54,0,04-Sep-2027,0.064,0,BBB,1
Muni,Asset 5855,107.95,4.34,12-Jun-2022,3.881,4.02037980546549,A,1
Muni,Asset 5856,108.16,3.06,09-Jan-2014,2.368,2.82914201183432,NA,0
Muni,Asset 5857,85.37,0,05-Sep-2018,0.03,0,AA,0
Muni,Asset 5858,106.55,5.59,14-Apr-2038,4.116,5.24636320976068,A,1
Corp,Asset 5859,104.43,2.06,09-Apr-2014,1.759,1.97261323374509,A,1
Corp,Asset 5860,104.01,7.7,28-May-2016,6.696,7.40313431400827,B,1
Corp,Asset 5861,97.15,4.78,21-Jun-2012,11.582,4.92022645393721,B,0
Corp,Asset 5862,62.35,4.82,23-Apr-2015,5.496,7.73055332798717,CCC,0
Muni,Asset 5863,104.02,6.15,11-Dec-2024,5.602,5.91232455297058,Not Rated,1
Muni,Asset 5864,103.51,3.94,05-Apr-2020,3.196,3.80639551734132,NA,0
Corp,Asset 5865,110.44,3.81,27-Oct-2020,3.066,3.44983701557407,A,0
Muni,Asset 5866,113.09,3.96,23-Oct-2015,3.072,3.50163586524007,A,0
Corp,Asset 5867,109.03,7.7,12-Aug-2013,2.761,7.0622764376777,BB,0
Muni,Asset 5868,126.97,5.19,13-Nov-2026,3.692,4.08757974324644,AAA,0
Corp,Asset 5869,124.3,6.04,25-Feb-2019,3.701,4.8592115848753,A,0
Muni,Asset 5870,121.62,5.06,13-Aug-2018,3.344,4.16049991777668,AA,0
Muni,Asset 5871,102.92,2.5,20-Nov-2022,2.344,2.42907112320249,AA,1
Muni,Asset 5872,88.17,5.17,10-Aug-2030,4.213,5.86367245094703,NA,1
Muni,Asset 5873,123.32,4.96,28-Oct-2024,3.486,4.0220564385339,AAA,0
Muni,Asset 5874,99.98,3.19,21-Mar-2027,2.746,3.19063812762553,AA,1
Muni,Asset 5875,117.05,5.53,04-Jun-2017,4.648,4.72447671935071,AA,0
Muni,Asset 5876,113.84,5.52,16-Mar-2015,3.695,4.84891075193254,AA,0
Corp,Asset 5877,120.29,8.2,09-Jan-2020,5.049,6.81685925679608,BB,0
Muni,Asset 5878,111.11,4.97,08-Jul-2039,3.77,4.4730447304473,AAA,1
Corp,Asset 5879,110.61,7.89,29-Oct-2017,5.357,7.13317059940331,BBB,1
Muni,Asset 5880,103.78,2.61,25-Mar-2018,2.265,2.5149354403546,AA,0
Corp,Asset 5881,43.72,10.03,08-Nov-2014,10.877,22.9414455626715,Not Rated,1
Muni,Asset 5882,106.29,9,17-Oct-2016,5.652,8.46740050804403,Not Rated,1
Muni,Asset 5883,107.6,4.03,23-Feb-2027,3.083,3.7453531598513,AAA,1
Muni,Asset 5884,109.18,4.09,26-Jan-2014,2.888,3.7461073456677,NA,0
Corp,Asset 5885,119.54,5.65,21-Jun-2017,4.249,4.72645139702192,BBB,0
Muni,Asset 5886,108.08,1.94,20-Nov-2014,1.724,1.79496669133975,AA,0
Corp,Asset 5887,104.16,3.51,19-Sep-2021,2.862,3.36981566820277,A,0
Corp,Asset 5888,113.13,5.38,21-Jun-2014,4.186,4.75559091310881,AA,0
Muni,Asset 5889,115.34,5.79,25-May-2023,4.65,5.0199410438703,AA,1
Corp,Asset 5890,119.22,5.11,14-Jun-2018,4.068,4.28619359167925,A,0
Corp,Asset 5891,104.6,1.42,01-Sep-2013,0.959,1.35755258126195,AAA,0
Muni,Asset 5892,110.18,6.06,01-May-2024,4.493,5.50009076057361,BBB,1
Muni,Asset 5893,116.63,4.74,23-Dec-2018,3.7,4.06413444225328,NA,0
Corp,Asset 5894,101.64,6.8,06-Jun-2027,6.646,6.69027941755214,A,1
Muni,Asset 5895,111.2,5.21,07-Dec-2031,4.67,4.68525179856115,AA,1
Muni,Asset 5896,110.74,3.97,09-Nov-2013,2.836,3.58497381253386,AA,0
Corp,Asset 5897,96.99,10.33,13-Mar-2016,5.751,10.6505825342819,CCC,1
Corp,Asset 5898,107.54,4.66,19-Nov-2041,3.97,4.33327134089641,A,0
Corp,Asset 5899,122.32,6.82,01-May-2018,4.539,5.57553956834532,A,0
Muni,Asset 5900,112.27,5.08,10-Nov-2016,3.981,4.52480627059767,AA,0
Corp,Asset 5901,106.36,4.8,23-May-2029,4.186,4.51297480255735,AAA,1
Corp,Asset 5902,133.14,7.11,22-Nov-2031,4.831,5.34024335286165,A,0
Muni,Asset 5903,108.72,4.25,09-Feb-2022,3.207,3.90912435614422,Not Rated,0
Muni,Asset 5904,72.28,0.05,25-Oct-2019,0.112,0.0691754288876591,A,0
Corp,Asset 5905,127.29,6.27,25-Jun-2018,4.299,4.92576007541834,A,0
Corp,Asset 5906,127.97,6.22,17-Mar-2037,3.731,4.86051418301164,A,0
Muni,Asset 5907,115.56,5.69,10-Jul-2029,4.023,4.92384908272759,AA,1
Muni,Asset 5908,102.43,4.81,10-Sep-2033,3.627,4.69588987601289,NA,1
Muni,Asset 5909,115.78,5.02,30-Nov-2021,4.188,4.33580929348765,AA,1
Muni,Asset 5910,115,5.17,13-Jun-2043,4.279,4.49565217391304,AAA,0
Corp,Asset 5911,92.55,5.6,08-Oct-2024,4.466,6.05078336034576,A,1
Muni,Asset 5912,109.55,2.44,16-Apr-2016,2.066,2.22729347329986,AA,0
Corp,Asset 5913,109.13,5.52,17-Dec-2019,4.621,5.05818748281866,AA,0
Muni,Asset 5914,105.37,4.32,26-Jul-2027,3.381,4.09983866375629,A,1
Muni,Asset 5915,105.36,3.99,20-Jul-2028,3.219,3.7870159453303,NA,1
Corp,Asset 5916,111.78,8.41,29-May-2016,6.856,7.52370728216139,B,1
Muni,Asset 5917,105.55,1.98,27-Mar-2014,1.65,1.87588820464235,AA,0
Corp,Asset 5918,107.36,7.8,13-Feb-2013,2.32,7.26527570789866,BBB,0
Muni,Asset 5919,106.89,5.07,16-Aug-2030,3.655,4.74319393769296,A,1
Muni,Asset 5920,120.48,5.02,26-Apr-2017,3.568,4.16666666666667,AA,0
Muni,Asset 5921,112.23,4.06,04-Feb-2016,3.036,3.61757105943152,AA,0
Corp,Asset 5922,107.3,4.67,20-Feb-2014,3.185,4.35228331780056,A,0
Muni,Asset 5923,120.96,5.03,15-Jul-2018,3.495,4.15839947089947,NA,0
Muni,Asset 5924,106.59,3.06,03-Nov-2021,2.649,2.87081339712919,AA,0
Muni,Asset 5925,110.61,4.03,15-Jul-2021,3.154,3.64343187776874,AA,1
Muni,Asset 5926,132.71,6.33,21-Jun-2030,4.282,4.7697988094341,AA,0
Corp,Asset 5927,109.06,5.44,06-Feb-2016,3.814,4.98807995598753,AA,0
Muni,Asset 5928,111.91,4.91,10-Feb-2017,3.48,4.38745420427129,BBB,0
Muni,Asset 5929,104.41,4.55,11-Oct-2039,3.574,4.35782013217125,AA,1
Muni,Asset 5930,95.62,4.45,23-Nov-2032,4.302,4.65383810918218,Not Rated,1
Corp,Asset 5931,98.07,7.49,17-Feb-2021,4.866,7.63740185581727,B,0
Muni,Asset 5932,119.56,5.04,04-Dec-2021,4.158,4.21545667447307,AA,1
Muni,Asset 5933,113.79,3.98,20-Mar-2016,2.943,3.49767114860708,AA,0
Muni,Asset 5934,114.11,3.59,30-Jul-2019,2.742,3.14608710892998,AA,0
Muni,Asset 5935,106.37,1.95,17-Jan-2019,1.742,1.8332236532857,AAA,0
Muni,Asset 5936,111.54,5.43,27-Dec-2015,4.212,4.86820871436256,A,1
Corp,Asset 5937,123.47,6.45,15-May-2019,4.577,5.2239410383089,BBB,0
Corp,Asset 5938,107.11,4.97,19-Jan-2013,-0.346,4.64008962748576,A,0
Muni,Asset 5939,116.09,5.07,16-Aug-2015,3.441,4.36730123180291,AA,0
Corp,Asset 5940,99.53,6.2,14-Jan-2036,4.663,6.22927760474229,BBB,0
Muni,Asset 5941,103.2,4.08,06-Aug-2018,3.243,3.95348837209302,Not Rated,1
Muni,Asset 5942,113.42,4.23,08-May-2024,3.362,3.72950096984659,AAA,1
Muni,Asset 5943,108.36,5.33,19-Jan-2013,-1.301,4.9187892211148,AA,0
Muni,Asset 5944,110,5.08,14-Jun-2033,4.355,4.61818181818182,AA,0
Muni,Asset 5945,104.73,3.99,29-Sep-2023,3.172,3.80979661987969,AA,1
Muni,Asset 5946,107.97,4.03,12-Nov-2014,3.371,3.73251829211818,Not Rated,0
Muni,Asset 5947,113.63,4.09,27-Feb-2020,2.991,3.59940156648772,AA,0
Muni,Asset 5948,109.76,3.92,05-Jul-2013,1.195,3.57142857142857,AAA,0
Muni,Asset 5949,96.57,4.42,16-Aug-2033,3.567,4.57699078388734,Not Rated,1
Muni,Asset 5950,114.08,4.76,20-Oct-2021,3.522,4.17251051893408,AA,1
Corp,Asset 5951,129.76,6.58,22-Sep-2035,3.859,5.07090012330456,BBB,0
Corp,Asset 5952,111.5,9.48,22-Jun-2017,6.625,8.50224215246637,BB,1
Muni,Asset 5953,114.16,3.91,17-Mar-2015,2.865,3.4250175192712,AA,0
Muni,Asset 5954,131.88,5.45,30-Nov-2039,4.001,4.13254473764028,AA,0
Corp,Asset 5955,104.48,6.54,24-Feb-2012,-5.077,6.25957120980092,A,0
Muni,Asset 5956,109.12,3.64,21-Jun-2018,3.134,3.33577712609971,AAA,0
Muni,Asset 5957,109.7,5.05,23-Jul-2013,1.877,4.60346399270738,AA,0
Muni,Asset 5958,110.51,2.5,05-Jul-2016,2.134,2.26223871142883,AAA,0
Muni,Asset 5959,106.66,6.72,18-Dec-2019,5.509,6.30039377461091,NA,1
Corp,Asset 5960,119.79,6.29,26-Feb-2018,3.893,5.2508556640788,BBB,0
Muni,Asset 5961,114.04,4.03,27-Jun-2015,3.218,3.53384777271133,AA,0
Muni,Asset 5962,108.38,5.96,19-Aug-2013,2.535,5.49916958848496,NA,0
Muni,Asset 5963,115.62,4.96,22-Feb-2026,3.401,4.28991523957793,AA,1
Treas,Asset 5964,111.51,3.12,20-May-2019,2.676,2.79795534032822,AAA,0
Muni,Asset 5965,115.07,5,15-Oct-2020,3.595,4.34518119405579,A,0
Muni,Asset 5966,121.63,4.91,15-Aug-2018,3.268,4.03683301816986,NA,1
Muni,Asset 5967,107.03,4.97,20-Apr-2032,3.822,4.64355788096795,NA,1
Muni,Asset 5968,86.59,0,13-Jul-2015,0.07,0,BBB,0
Corp,Asset 5969,112.5,6.76,11-Dec-2013,5.394,6.00888888888889,A,0
Corp,Asset 5970,116.2,6.88,23-Jun-2018,5.035,5.92082616179002,BBB,0
Muni,Asset 5971,115.74,5,15-Sep-2020,3.433,4.32002764817695,AA,1
Muni,Asset 5972,23.79,0.03,26-Jul-2038,0.141,0.126103404791929,AA,0
Muni,Asset 5973,114.75,4.99,06-Jun-2014,4.269,4.34858387799564,AA,0
Corp,Asset 5974,104.48,2.49,15-Jul-2016,2.207,2.38323124042879,AAA,0
Muni,Asset 5975,113.28,5.27,13-Jun-2018,4.416,4.65218926553672,BBB,0
Muni,Asset 5976,122.61,5.24,26-Oct-2017,3.641,4.27371340021206,AA,0
Muni,Asset 5977,102.67,5.33,23-Aug-2018,3.867,5.19138988993864,BB,1
Corp,Asset 5978,134.73,6.88,28-Mar-2038,3.909,5.10650931492615,A,0
Corp,Asset 5979,107.59,7.29,02-Jan-2018,5.225,6.77572265080398,BB,1
Corp,Asset 5980,91.19,3.71,21-May-2016,3.783,4.06842855576269,A,0
Muni,Asset 5981,110.67,3.6,08-Sep-2015,2.76,3.25291406885335,NA,0
Corp,Asset 5982,94.86,7.3,03-Sep-2018,4.873,7.6955513388151,B,1
Muni,Asset 5983,104.06,3.96,07-Nov-2027,3.411,3.80549682875264,AA,1
Corp,Asset 5984,105.19,3.67,23-Oct-2026,3.071,3.4889248027379,AAA,1
Muni,Asset 5985,113.71,5,19-Mar-2014,3.246,4.39715064638115,AAA,0
Muni,Asset 5986,110.24,3.28,04-Jul-2015,2.718,2.97532656023222,AA,0
Muni,Asset 5987,103.98,4.97,13-Jul-2019,3.899,4.77976533948836,BBB,1
Muni,Asset 5988,104.75,2.11,17-Nov-2015,1.948,2.01431980906921,NA,0
Zero,Asset 5989,64.31,0,26-Apr-2028,0.03,0,AAA,0
Muni,Asset 5990,103.62,4.99,21-Jun-2024,4.317,4.81567265006755,AA,1
Corp,Asset 5991,126.96,5.76,14-Sep-2039,3.551,4.53686200378072,A,0
Corp,Asset 5992,94.21,4.14,15-Jan-2015,3.629,4.39443795775395,A,0
Muni,Asset 5993,103.52,5.67,17-Aug-2028,4.013,5.47720247295209,Not Rated,1
Muni,Asset 5994,121.19,4.93,01-Aug-2018,3.331,4.06799240861457,AA,1
Muni,Asset 5995,72.22,0,26-Sep-2020,0.045,0,AA,0
Muni,Asset 5996,109.33,4.49,15-Jul-2020,3.462,4.10683252538187,A,1
Corp,Asset 5997,104.58,4.62,29-May-2015,4.217,4.41767068273092,A,0
Corp,Asset 5998,91.12,6.52,15-Nov-2018,5.881,7.15539947322212,B,1
Corp,Asset 5999,109.44,6.06,19-Aug-2033,4.035,5.53728070175439,AA,1
Corp,Asset 6000,135.98,8.3,08-Apr-2023,4.491,6.1038387998235,BBB,0
Muni,Asset 6001,109.16,4.91,29-Nov-2027,4.293,4.49798460974716,Not Rated,0
Muni,Asset 6002,116.03,4.07,13-Oct-2020,3.032,3.50771352236491,AAA,0
Muni,Asset 6003,107.43,2.92,12-Dec-2012,-3.167,2.71804896211487,NA,0
Corp,Asset 6004,105.04,4.45,27-Mar-2021,3.424,4.23648134044174,BBB,0
Muni,Asset 6005,107.22,4.4,29-Jul-2016,3.365,4.10371199403096,AAA,1
Corp,Asset 6006,113.78,8.32,31-Aug-2018,4.737,7.31235718052382,BB,1
Corp,Asset 6007,143.77,8.06,27-Jul-2019,4.193,5.60617653196077,AAA,0
Corp,Asset 6008,124.77,7.55,25-Feb-2024,4.252,6.05113408671956,BBB,0
Muni,Asset 6009,110.55,4.44,16-Jul-2024,3.396,4.01628222523745,NA,1
Corp,Asset 6010,108.71,7.55,05-Jan-2018,5.218,6.94508324901113,B,1
Muni,Asset 6011,102.57,4.44,15-May-2036,3.905,4.32875109681193,AA,1
Muni,Asset 6012,113.86,5.2,28-Nov-2023,4.333,4.56701212014755,A,0
Corp,Asset 6013,73.52,5.95,22-Dec-2014,6.407,8.0930359085963,B,0
Corp,Asset 6014,102.19,1.51,15-Nov-2016,1.447,1.47763969077209,AAA,1
Muni,Asset 6015,105.87,3.92,20-Sep-2022,3.078,3.70265419854539,NA,1
Muni,Asset 6016,103.06,5.08,04-Feb-2028,3.797,4.92916747525713,BBB,1
Corp,Asset 6017,98.99,8.08,08-Nov-2031,6.179,8.16244065057077,B,0
Corp,Asset 6018,112.9,5.71,23-Mar-2018,3.857,5.05757307351639,BBB,0
Corp,Asset 6019,106.13,6.29,29-Sep-2035,4.317,5.92669367756525,A,1
Muni,Asset 6020,108.73,5.09,11-Jun-2024,4.51,4.68132070265796,A,1
Muni,Asset 6021,110.51,4.21,17-Oct-2019,3.26,3.80960999004615,AA,1
Corp,Asset 6022,97.2,4.43,07-Feb-2014,3.387,4.55761316872428,B,0
Muni,Asset 6023,105.05,4.69,04-Nov-2027,3.859,4.46454069490719,AAA,1
Muni,Asset 6024,111.91,6.06,06-Dec-2028,5.389,5.41506567777679,NA,1
Muni,Asset 6025,33.88,0,26-Jul-2030,0.064,0,BBB,0
Muni,Asset 6026,128.73,5.18,06-Mar-2027,3.249,4.02392604676455,AAA,0
Muni,Asset 6027,110.11,4.06,08-Apr-2014,2.96,3.68722186904005,AA,0
Muni,Asset 6028,101.7,3.05,11-Nov-2022,2.797,2.99901671583088,AA,1
Muni,Asset 6029,107.85,2.33,17-Aug-2014,1.915,2.16040797403802,AA,0
Corp,Asset 6030,104.51,6.95,23-Jan-2019,4.712,6.65008133192996,BB,1
Muni,Asset 6031,92.7,4.45,15-Mar-2037,3.694,4.80043149946063,A,1
Muni,Asset 6032,113.24,4.02,25-May-2019,3.387,3.54998233839633,AA,0
Muni,Asset 6033,111.88,5.3,20-Jul-2039,3.8,4.7372184483375,NA,1
